attribution,candidate_task_id,consensus_A_affected,consensus_B_affected,consensus_shift,entity_A,entity_A_diagnostic,entity_B,entity_B_diagnostic,gemini_candidate_A_score,gemini_candidate_B_score,gemini_shift,gemini_standalone_A_correct,gemini_standalone_B_correct,gemini_valid,latent_seed,method_key,native_task_id,pair_id,pair_index,qwen_candidate_A_score,qwen_candidate_B_score,qwen_shift,qwen_standalone_A_correct,qwen_standalone_B_correct,qwen_valid,replicate,sample_id,seed_group,standalone_A_task_id,standalone_B_task_id
composition_mechanism_failure,pair_066_lsda_ra_g3_r3_s3033,True,True,True,a Chinese silk-brocade robe,"a Chinese silk-brocade robe woven with colored silk and gold thread, showing dragons, clouds, waves, and organized auspicious emblems",an Assamese muga-silk robe,"an Assamese muga-silk robe woven from naturally golden silk with red, green, and black supplementary motifs, showing stylized flowers and geometric borders",2,2,True,True,True,True,3033,ra,pair_066_native_SS_g3_r3_s3033,pair_066,66,2,1,True,True,True,True,3,sample_0196,3,pair_066_standalone_A_g3_r3_s3033,pair_066_standalone_B_g3_r3_s3033
composition_mechanism_failure,pair_062_lsda_ra_g2_r3_s2023,True,True,True,a Japanese silk kimono,"a Japanese silk kimono with a lustrous woven ground and dyed or embroidered decoration, showing cranes, cherry blossoms, water, and seasonal motifs",a Cambodian hol silk robe,"a Cambodian hol silk robe made from weft-ikat silk with feathered pattern edges, showing repeating lozenges, flowers, and temple-inspired motifs",2,2,True,True,True,True,2023,ra,pair_062_native_SS_g2_r3_s2023,pair_062,62,3,2,True,True,True,True,3,sample_0198,2,pair_062_standalone_A_g2_r3_s2023,pair_062_standalone_B_g2_r3_s2023
composition_mechanism_failure,pair_077_lsda_ra_g2_r1_s2021,True,True,True,a Hungarian Matyó embroidery panel,"a Hungarian Matyó embroidery panel worked in red, pink, blue, yellow, and green thread, showing densely packed roses and curling floral sprays",a Slovak Detva embroidery panel,"a Slovak Detva embroidery panel worked in chain stitch and satin stitch, showing compact geometric flowers, hearts, and rhythmic folk borders",2,2,True,True,True,True,2021,ra,pair_077_native_SS_g2_r1_s2021,pair_077,77,1,1,True,True,True,True,1,sample_0223,2,pair_077_standalone_A_g2_r1_s2021,pair_077_standalone_B_g2_r1_s2021
composition_mechanism_failure,pair_062_lsda_ra_g1_r1_s1011,True,True,True,a Japanese silk kimono,"a Japanese silk kimono with a lustrous woven ground and dyed or embroidered decoration, showing cranes, cherry blossoms, water, and seasonal motifs",a Cambodian hol silk robe,"a Cambodian hol silk robe made from weft-ikat silk with feathered pattern edges, showing repeating lozenges, flowers, and temple-inspired motifs",2,2,True,True,True,True,1011,ra,pair_062_native_SS_g1_r1_s1011,pair_062,62,1,2,True,True,True,True,1,sample_0236,1,pair_062_standalone_A_g1_r1_s1011,pair_062_standalone_B_g1_r1_s1011
composition_mechanism_failure,pair_015_lsda_ra_g3_r2_s3032,True,True,True,an Italian Renaissance maiolica vase,"an Italian Renaissance maiolica vase with opaque white tin glaze, painted in cobalt blue, ochre yellow, copper green, and manganese purple with a figurative medallion and scrolling foliage",a Spanish Manises lusterware vase,"a Spanish Manises lusterware vase made of tin-glazed earthenware with coppery metallic luster, showing cobalt-blue vines, heraldic shields, and repeating leaf motifs",2,2,True,True,True,True,3032,ra,pair_015_native_SS_g3_r2_s3032,pair_015,15,3,4,True,True,True,True,2,sample_0243,3,pair_015_standalone_A_g3_r2_s3032,pair_015_standalone_B_g3_r2_s3032
composition_mechanism_failure,pair_007_lsda_ra_g2_r2_s2022,True,False,True,a French Sèvres porcelain vase,"a French Sèvres porcelain vase with a bleu-céleste ground, gilded bronze-like ornament, and painted floral or courtly reserve panels",a Russian Imperial Porcelain cobalt-net vase,"a Russian Imperial Porcelain cobalt-net vase with cobalt-blue lattice, gold intersections, and radiating rosette motifs",3,2,True,True,True,True,2022,ra,pair_007_native_SS_g2_r2_s2022,pair_007,7,3,4,True,True,True,True,2,sample_0244,2,pair_007_standalone_A_g2_r2_s2022,pair_007_standalone_B_g2_r2_s2022
mixed_or_uncertain,pair_070_lsda_ra_g2_r2_s2022,True,False,True,an Indian Patola double-ikat textile panel,"an Indian Patola double-ikat textile panel woven from precisely resist-dyed silk warp and weft, showing dancing figures, elephants, flowers, and geometric grids",a Timorese tais textile panel,"a Timorese tais textile panel woven in cotton warp ikat with red, black, yellow, and white bands, showing hooks, diamonds, and locally specific ancestral motifs",2,3,True,False,False,True,2022,ra,pair_070_native_SS_g2_r2_s2022,pair_070,70,3,4,True,True,True,True,2,sample_0246,2,pair_070_standalone_A_g2_r2_s2022,pair_070_standalone_B_g2_r2_s2022
knowledge_insufficiency,pair_097_lsda_ra_g2_r1_s2021,True,False,True,an Italian tooled-leather wall panel,"an Italian tooled-leather wall panel made from embossed and gilded leather, showing scrolling acanthus leaves, heraldic forms, and brown-and-gold relief",a Spanish Córdoba guadamecí leather panel,"a Spanish Córdoba guadamecí leather panel made from silvered, painted, and embossed leather, showing Renaissance arabesques, flowers, and richly colored metallic relief",2,2,True,False,False,True,2021,ra,pair_097_native_SS_g2_r1_s2021,pair_097,97,1,4,True,False,False,True,1,sample_0247,2,pair_097_standalone_A_g2_r1_s2021,pair_097_standalone_B_g2_r1_s2021
mixed_or_uncertain,pair_031_lsda_ra_g1_r3_s1013,True,True,True,a Japanese maki-e lacquerware box,"a Japanese maki-e lacquerware box with deep black lacquer sprinkled with gold and silver powder, showing cranes, pine branches, and landscape motifs",a Thai lai rod nam lacquerware box,"a Thai lai rod nam lacquerware box with black lacquer covered by gold-leaf resist decoration, showing flame, deity, and scrolling vegetal patterns",2,2,True,False,False,True,1013,ra,pair_031_native_SS_g1_r3_s1013,pair_031,31,0,0,True,False,True,True,3,sample_0263,1,pair_031_standalone_A_g1_r3_s1013,pair_031_standalone_B_g1_r3_s1013
composition_mechanism_failure,pair_062_lsda_ra_g2_r2_s2022,True,True,True,a Japanese silk kimono,"a Japanese silk kimono with a lustrous woven ground and dyed or embroidered decoration, showing cranes, cherry blossoms, water, and seasonal motifs",a Cambodian hol silk robe,"a Cambodian hol silk robe made from weft-ikat silk with feathered pattern edges, showing repeating lozenges, flowers, and temple-inspired motifs",2,2,True,True,True,True,2022,ra,pair_062_native_SS_g2_r2_s2022,pair_062,62,1,1,True,True,True,True,2,sample_0271,2,pair_062_standalone_A_g2_r2_s2022,pair_062_standalone_B_g2_r2_s2022
mixed_or_uncertain,pair_016_lsda_ra_g3_r1_s3031,False,True,True,a Mexican Talavera de Puebla plate,"a Mexican Talavera de Puebla plate with opaque white tin glaze, decorated with cobalt-blue, yellow, green, and orange painted floral and geometric bands",a Romanian Horezu pottery plate,"a Romanian Horezu pottery plate made of glazed earthenware with combed slip decoration, showing brown, green, blue, and ochre spirals, rosettes, and the Horezu rooster",2,2,True,True,False,True,3031,ra,pair_016_native_SS_g3_r1_s3031,pair_016,16,4,3,True,True,True,True,1,sample_0309,3,pair_016_standalone_A_g3_r1_s3031,pair_016_standalone_B_g3_r1_s3031
mixed_or_uncertain,pair_025_lsda_ra_g2_r1_s2021,True,True,True,a Mexican Mata Ortiz pottery jar,"a Mexican Mata Ortiz pottery jar with a thin-walled polished clay body and black-and-red painting, showing interlocking geometric and Mimbres-inspired animal motifs",a Serbian Zlakusa pottery jar,"a Serbian Zlakusa pottery jar made from clay mixed with ground calcite, showing a unglazed surface, rounded cooking-vessel form, and sparse incised bands",2,3,True,True,False,True,2021,ra,pair_025_native_SS_g2_r1_s2021,pair_025,25,4,4,True,True,False,True,1,sample_0335,2,pair_025_standalone_A_g2_r1_s2021,pair_025_standalone_B_g2_r1_s2021
knowledge_insufficiency,pair_070_lsda_ra_g1_r3_s1013,True,False,True,an Indian Patola double-ikat textile panel,"an Indian Patola double-ikat textile panel woven from precisely resist-dyed silk warp and weft, showing dancing figures, elephants, flowers, and geometric grids",a Timorese tais textile panel,"a Timorese tais textile panel woven in cotton warp ikat with red, black, yellow, and white bands, showing hooks, diamonds, and locally specific ancestral motifs",2,3,True,False,False,True,1013,ra,pair_070_native_SS_g1_r3_s1013,pair_070,70,3,4,True,False,False,True,3,sample_0349,1,pair_070_standalone_A_g1_r3_s1013,pair_070_standalone_B_g1_r3_s1013
composition_mechanism_failure,pair_061_lsda_ra_g2_r1_s2021,True,True,True,a Japanese silk kimono,"a Japanese silk kimono with a lustrous woven ground and dyed or embroidered decoration, showing cranes, cherry blossoms, water, and seasonal motifs",a Lao sinh silk skirt,"a Lao sinh silk skirt with supplementary-weft silk bands and patterned borders, showing diamonds, serpents, temple forms, and jewel colors",2,2,True,True,True,True,2021,ra,pair_061_native_SS_g2_r1_s2021,pair_061,61,2,2,True,True,True,True,1,sample_0353,2,pair_061_standalone_A_g2_r1_s2021,pair_061_standalone_B_g2_r1_s2021
composition_mechanism_failure,pair_042_lsda_ra_g3_r1_s3031,True,True,True,a Chinese cloisonné box,"a Chinese cloisonné box with turquoise and cobalt-blue enamel cells separated by gilded metal wires, showing lotus, cloud, and auspicious motifs",a Korean chilbo enamel box,"a Korean chilbo enamel box with colored enamel over a metal base, showing simplified plum blossoms, cranes, and geometric motifs in compact panels",1,2,True,True,True,True,3031,ra,pair_042_native_SS_g3_r1_s3031,pair_042,42,2,3,True,True,True,True,1,sample_0378,3,pair_042_standalone_A_g3_r1_s3031,pair_042_standalone_B_g3_r1_s3031
composition_mechanism_failure,pair_044_lsda_ra_g3_r2_s3032,True,True,True,a Japanese shippō cloisonné enamel box,"a Japanese shippō cloisonné enamel box with colored enamel cells divided by silver wires, showing chrysanthemums, butterflies, and graded pictorial grounds",a Russian Rostov finift painted-enamel box,"a Russian Rostov finift painted-enamel box with miniature enamel painting on a white metal-mounted plaque, showing delicate flowers, saints, or pastoral scenes in pastel colors",2,2,True,True,True,True,3032,ra,pair_044_native_SS_g3_r2_s3032,pair_044,44,2,2,True,True,True,True,2,sample_0391,3,pair_044_standalone_A_g3_r2_s3032,pair_044_standalone_B_g3_r2_s3032
composition_mechanism_failure,pair_002_lsda_ra_g3_r1_s3031,False,True,True,a Chinese blue-and-white porcelain plate,"a Chinese blue-and-white porcelain plate with cobalt-blue underglaze painting, showing Chinese landscape, lotus, and scrolling-cloud motifs",a Japanese Nabeshima porcelain plate,"a Japanese Nabeshima porcelain plate with underglaze-blue outlines and sparse overglaze color, showing asymmetrical flowers, textiles, and geometric border motifs",3,2,True,True,True,True,3031,ra,pair_002_native_SS_g3_r1_s3031,pair_002,2,5,2,True,True,True,True,1,sample_0399,3,pair_002_standalone_A_g3_r1_s3031,pair_002_standalone_B_g3_r1_s3031
mixed_or_uncertain,pair_095_lsda_ra_g3_r3_s3033,True,False,True,a Navajo coiled basket,"a Navajo coiled basket woven from plant fibers in a shallow circular form, showing a central opening and radiating red, black, and natural spiral motifs",a Panamanian Wounaan chunga basket,"a Panamanian Wounaan chunga basket coiled from palm fiber, showing exceptionally tight weaving and animal, plant, or geometric motifs in black and colors",2,2,True,False,False,True,3033,ra,pair_095_native_SS_g3_r3_s3033,pair_095,95,3,4,True,True,True,True,3,sample_0401,3,pair_095_standalone_A_g3_r3_s3033,pair_095_standalone_B_g3_r3_s3033
composition_mechanism_failure,pair_098_lsda_ra_g2_r2_s2022,True,False,True,a Russian matryoshka wooden doll,"a Russian matryoshka wooden doll with a turned wooden body painted in colors, showing a smiling figure in a floral headscarf and apron",a Japanese Tsugaru kokeshi wooden doll,"a Japanese Tsugaru kokeshi wooden doll with a lathe-turned cylindrical body and rounded head, showing painted rings, chrysanthemum motifs, and a simple face",2,3,True,True,True,True,2022,ra,pair_098_native_SS_g2_r2_s2022,pair_098,98,3,4,True,True,True,True,2,sample_0405,2,pair_098_standalone_A_g2_r2_s2022,pair_098_standalone_B_g2_r2_s2022
mixed_or_uncertain,pair_097_lsda_ra_g1_r1_s1011,True,True,True,an Italian tooled-leather wall panel,"an Italian tooled-leather wall panel made from embossed and gilded leather, showing scrolling acanthus leaves, heraldic forms, and brown-and-gold relief",a Spanish Córdoba guadamecí leather panel,"a Spanish Córdoba guadamecí leather panel made from silvered, painted, and embossed leather, showing Renaissance arabesques, flowers, and richly colored metallic relief",2,2,True,True,False,True,1011,ra,pair_097_native_SS_g1_r1_s1011,pair_097,97,2,3,True,True,True,True,1,sample_0408,1,pair_097_standalone_A_g1_r1_s1011,pair_097_standalone_B_g1_r1_s1011
composition_mechanism_failure,pair_014_lsda_ra_g1_r2_s1012,True,True,True,an Italian Renaissance maiolica plate,"an Italian Renaissance maiolica plate with opaque white tin glaze, painted in cobalt blue, ochre yellow, copper green, and manganese purple with a figurative medallion and scrolling foliage",a French Nevers faience plate,"a French Nevers faience plate with white tin glaze, painted in deep blue, yellow, and manganese with heraldic, pastoral, and symmetrical floral motifs",1,1,True,True,True,True,1012,ra,pair_014_native_SS_g1_r2_s1012,pair_014,14,2,3,True,True,True,True,2,sample_0416,1,pair_014_standalone_A_g1_r2_s1012,pair_014_standalone_B_g1_r2_s1012
shift_location_disagreement,pair_055_lsda_ra_g2_r2_s2022,False,False,True,an Indian Dhokra bronze figurine,"an Indian Dhokra bronze figurine made by lost-wax casting with an earthy bronze surface, showing elongated limbs, coiled-wire textures, and stylized tribal ornament",a Ghanaian Asante brass goldweight figurine,"a Ghanaian Asante brass goldweight figurine made by lost-wax casting in compact geometric form, showing a proverb-inspired human, animal, or tool motif with textured details",2,2,True,False,False,True,2022,ra,pair_055_native_SS_g2_r2_s2022,pair_055,55,3,4,True,False,True,True,2,sample_0417,2,pair_055_standalone_A_g2_r2_s2022,pair_055_standalone_B_g2_r2_s2022
knowledge_insufficiency,pair_019_lsda_ra_g3_r3_s3033,True,True,True,a Japanese Raku tea bowl,"a Japanese Raku tea bowl with a hand-shaped low-fired body and irregular black glaze, showing a warped rim and tactile matte-to-gloss surface",a Japanese Onta ware bowl,"a Japanese Onta ware bowl made of stoneware with slip-trailed and combed decoration, showing rhythmic white, brown, and ochre bands made by wheel techniques",3,2,True,False,False,True,3033,ra,pair_019_native_SS_g3_r3_s3033,pair_019,19,2,2,True,False,False,True,3,sample_0425,3,pair_019_standalone_A_g3_r3_s3033,pair_019_standalone_B_g3_r3_s3033
composition_mechanism_failure,pair_003_lsda_ra_g3_r2_s3032,False,True,True,a Chinese blue-and-white porcelain vase,"a Chinese blue-and-white porcelain vase with cobalt-blue underglaze painting, showing Chinese landscape, lotus, and scrolling-cloud motifs",a Thai Bencharong porcelain vase,"a Thai Bencharong porcelain vase with polychrome overglaze enamel and gold outlines, showing repeating flame, deity, and floral motifs on a dark ground",4,2,True,True,True,True,3032,ra,pair_003_native_SS_g3_r2_s3032,pair_003,3,5,2,True,True,True,True,2,sample_0431,3,pair_003_standalone_A_g3_r2_s3032,pair_003_standalone_B_g3_r2_s3032
mixed_or_uncertain,pair_026_lsda_ra_g3_r1_s3031,True,True,True,a Moroccan Safi pottery vase,"a Moroccan Safi pottery vase with a glazed earthenware body painted in blue, green, yellow, and brown, showing arabesques and floral medallions",a Tunisian Nabeul pottery vase,"a Tunisian Nabeul pottery vase with a white glazed body painted in cobalt blue, turquoise, yellow, and green, showing fish, flowers, and Mediterranean geometric borders",2,2,True,False,False,True,3031,ra,pair_026_native_SS_g3_r1_s3031,pair_026,26,2,2,True,False,True,True,1,sample_0434,3,pair_026_standalone_A_g3_r1_s3031,pair_026_standalone_B_g3_r1_s3031
composition_mechanism_failure,pair_047_lsda_ra_g1_r3_s1013,True,True,True,an Indian Bidriware vase,"an Indian Bidriware vase made of blackened zinc alloy inlaid with silver, showing poppy flowers, geometric lattices, and arabesques",a Syrian Damascene inlaid-brass vase,"a Syrian Damascene inlaid-brass vase made of darkened brass inlaid with silver and copper, showing calligraphic bands, interlaced stars, and scrolling arabesques",3,2,True,True,True,True,1013,ra,pair_047_native_SS_g1_r3_s1013,pair_047,47,2,3,True,True,True,True,3,sample_0439,1,pair_047_standalone_A_g1_r3_s1013,pair_047_standalone_B_g1_r3_s1013
composition_mechanism_failure,pair_089_lsda_ra_g2_r1_s2021,True,False,True,a Persian floral carpet,"a Persian floral carpet with a wool pile and central medallion, showing curving vines, palmettes, and flowers in deep red, blue, and ivory",a Tibetan khaden carpet,"a Tibetan khaden carpet with a compact wool pile in red, blue, yellow, and cream, showing snow lions, lotus flowers, clouds, or checkerboard motifs",3,3,True,True,True,True,2021,ra,pair_089_native_SS_g2_r1_s2021,pair_089,89,3,4,True,True,True,True,1,sample_0448,2,pair_089_standalone_A_g2_r1_s2021,pair_089_standalone_B_g2_r1_s2021
knowledge_insufficiency,pair_010_lsda_ra_g1_r3_s1013,True,True,True,a Chinese celadon ceramic bowl,"a Chinese celadon ceramic bowl with translucent blue-green glaze, showing carved lotus petals beneath the glaze",a Vietnamese Lý–Trần celadon ceramic bowl,"a Vietnamese Lý–Trần celadon ceramic bowl with a pale jade-green glaze and lightly crackled surface, showing carved lotus petals and combed floral decoration",3,3,True,False,False,True,1013,ra,pair_010_native_SS_g1_r3_s1013,pair_010,10,2,2,True,False,False,True,3,sample_0478,1,pair_010_standalone_A_g1_r3_s1013,pair_010_standalone_B_g1_r3_s1013
mixed_or_uncertain,pair_069_lsda_ra_g2_r2_s2022,False,True,True,an Indonesian ikat textile panel,"an Indonesian ikat textile panel woven from resist-dyed threads with feathered edges, showing diamonds, ancestor figures, and rhythmic color bands",a Sumbanese hinggi textile panel,"a Sumbanese hinggi textile panel woven in warp ikat with indigo, rust red, and cream, showing horses, roosters, skull trees, and large heraldic figures",3,2,True,True,False,True,2022,ra,pair_069_native_SS_g2_r2_s2022,pair_069,69,4,3,True,True,True,True,2,sample_0479,2,pair_069_standalone_A_g2_r2_s2022,pair_069_standalone_B_g2_r2_s2022
composition_mechanism_failure,pair_067_lsda_ra_g3_r1_s3031,True,True,True,a Japanese brocade obi sash,"a Japanese brocade obi sash woven in silk and metallic thread, showing large chrysanthemums, cranes, fans, and rhythmic geometric grounds",a Korean gold-thread brocade sash,"a Korean gold-thread brocade sash woven in colored silk with metallic thread, showing compact clouds, peonies, phoenixes, and repeating geometric borders",3,2,True,True,True,True,3031,ra,pair_067_native_SS_g3_r1_s3031,pair_067,67,3,2,True,True,True,True,1,sample_0490,3,pair_067_standalone_A_g3_r1_s3031,pair_067_standalone_B_g3_r1_s3031
composition_mechanism_failure,pair_009_lsda_ra_g3_r2_s3032,False,True,True,a Chinese Dehua blanc-de-Chine porcelain figurine,"a Chinese Dehua blanc-de-Chine porcelain figurine with an ivory-white surface, modeled robes, and carved details without painted color",a Japanese Hirado porcelain figurine,"a Japanese Hirado porcelain figurine with delicate underglaze-blue accents, showing miniature modeling and textile details",4,3,True,True,True,True,3032,ra,pair_009_native_SS_g3_r2_s3032,pair_009,9,4,3,True,True,True,True,2,sample_0492,3,pair_009_standalone_A_g3_r2_s3032,pair_009_standalone_B_g3_r2_s3032
composition_mechanism_failure,pair_051_lsda_ra_g2_r1_s2021,True,True,True,a Moroccan engraved-brass tray,"a Moroccan engraved-brass tray with a polished brass surface densely chased with radiating stars, arabesques, and scalloped geometric borders",a Persian qalamzani copper tray,"a Persian qalamzani copper tray with a darkened chased copper surface, showing hunting scenes, birds, flowers, and concentric arabesque bands",2,2,True,True,True,True,2021,ra,pair_051_native_SS_g2_r1_s2021,pair_051,51,2,2,True,True,True,True,1,sample_0496,2,pair_051_standalone_A_g2_r1_s2021,pair_051_standalone_B_g2_r1_s2021
composition_mechanism_failure,pair_064_lsda_ra_g2_r1_s2021,True,False,True,an Indian Banarasi brocade textile panel,"an Indian Banarasi brocade textile panel woven in rich silk with gold zari, showing floral buta, scrolling vines, and elaborate architectural borders",a Turkmen keteni silk textile panel,"a Turkmen keteni silk textile panel woven in narrow bands of red, yellow, green, and purple silk, showing stripes and geometric accents",1,2,True,True,True,True,2021,ra,pair_064_native_SS_g2_r1_s2021,pair_064,64,0,5,True,True,True,True,1,sample_0514,2,pair_064_standalone_A_g2_r1_s2021,pair_064_standalone_B_g2_r1_s2021
knowledge_insufficiency,pair_079_lsda_ra_g2_r2_s2022,True,False,True,a Panamanian mola textile panel,"a Panamanian mola textile panel made with layered reverse appliqué in colors, showing animals, plants, and maze-like geometric contours",a Ukrainian Hutsul embroidery panel,"a Ukrainian Hutsul embroidery panel worked in cross-stitch with red, orange, black, and green thread, showing diamonds, hooks, and repeated geometric bands",2,3,True,False,True,True,2022,ra,pair_079_native_SS_g2_r2_s2022,pair_079,79,1,5,True,False,True,True,2,sample_0522,2,pair_079_standalone_A_g2_r2_s2022,pair_079_standalone_B_g2_r2_s2022
mixed_or_uncertain,pair_045_lsda_ra_g3_r3_s3033,True,True,True,a Spanish Toledo damascened box,"a Spanish Toledo damascened box made of blackened steel inlaid with gold and silver, showing Moorish arabesques and geometric filigree patterns",a Japanese nunome-zōgan metal-inlay box,"a Japanese nunome-zōgan metal-inlay box made of dark iron overlaid with gold and silver textile-like inlay, showing waves, flowers, and geometric bands",2,2,True,False,False,True,3033,ra,pair_045_native_SS_g3_r3_s3033,pair_045,45,1,4,True,False,True,True,3,sample_0523,3,pair_045_standalone_A_g3_r3_s3033,pair_045_standalone_B_g3_r3_s3033
