attribution,consensus_A_affected,consensus_B_affected,consensus_shift,entity_A,entity_A_diagnostic,entity_B,entity_B_diagnostic,gemini_candidate_A_score,gemini_candidate_B_score,gemini_shift,gemini_standalone_A_correct,gemini_standalone_B_correct,gemini_valid,latent_seed,native_task_id,pair_id,pair_index,qwen_candidate_A_score,qwen_candidate_B_score,qwen_shift,qwen_standalone_A_correct,qwen_standalone_B_correct,qwen_valid,replicate,sample_id,seed_group,standalone_A_task_id,standalone_B_task_id
missing_rating,,,,a Chinese carved-jade pendant,"a Chinese carved-jade pendant made from polished pale green or white jade, showing pierced clouds, dragons, or floral scrolls in low relief",a Māori pounamu hei tiki pendant,"a Māori pounamu hei tiki pendant carved from translucent greenstone in a compact ancestral figure, showing an inclined head, large eyes, and curved limbs",,,,,,False,3032,pair_099_native_SS_g3_r2_s3032,pair_099,99,,,,,,False,2,sample_0011,3,pair_099_standalone_A_g3_r2_s3032,pair_099_standalone_B_g3_r2_s3032
missing_rating,,,,a Venetian millefiori glass-bead necklace,"a Venetian millefiori glass-bead necklace made from multicolored glass canes sliced into flower-like beads, showing red, blue, yellow, white, and green mosaic patterns",a Ghanaian Krobo powder-glass-bead necklace,"a Ghanaian Krobo powder-glass-bead necklace made from molded recycled glass powder, showing opaque hand-painted stripes, dots, chevrons, and earth and jewel colors",,,,,,False,3032,pair_093_native_SS_g3_r2_s3032,pair_093,93,,,,,,True,2,sample_0012,3,pair_093_standalone_A_g3_r2_s3032,pair_093_standalone_B_g3_r2_s3032
missing_rating,,,,a Moroccan engraved-brass tray,"a Moroccan engraved-brass tray with a polished brass surface densely chased with radiating stars, arabesques, and scalloped geometric borders",a Persian qalamzani copper tray,"a Persian qalamzani copper tray with a darkened chased copper surface, showing hunting scenes, birds, flowers, and concentric arabesque bands",,,,,,True,3032,pair_051_native_SS_g3_r2_s3032,pair_051,51,,,,,,False,2,sample_0013,3,pair_051_standalone_A_g3_r2_s3032,pair_051_standalone_B_g3_r2_s3032
missing_rating,,,,a Moroccan Safi pottery vase,"a Moroccan Safi pottery vase with a glazed earthenware body painted in blue, green, yellow, and brown, showing arabesques and floral medallions",a Tunisian Nabeul pottery vase,"a Tunisian Nabeul pottery vase with a white glazed body painted in cobalt blue, turquoise, yellow, and green, showing fish, flowers, and Mediterranean geometric borders",,,,,,True,2022,pair_026_native_SS_g2_r2_s2022,pair_026,26,,,,,,False,2,sample_0014,2,pair_026_standalone_A_g2_r2_s2022,pair_026_standalone_B_g2_r2_s2022
missing_rating,,,,an Inuit soapstone figurine,"an Inuit soapstone figurine carved from dark gray-green stone with rounded tactile surfaces, showing a compact animal or human figure with incised details",a Kenyan Kisii soapstone figurine,"a Kenyan Kisii soapstone figurine carved from pale soapstone and polished, showing an abstract intertwined human or animal form with rounded contours",,,,,,False,2023,pair_100_native_SS_g2_r3_s2023,pair_100,100,,,,,,True,3,sample_0015,2,pair_100_standalone_A_g2_r3_s2023,pair_100_standalone_B_g2_r3_s2023
missing_rating,,,,a Moroccan Fes ceramic bowl,"a Moroccan Fes ceramic bowl with a white glazed body painted in cobalt blue, green, and yellow, showing organized star, arabesque, and palmette motifs",an Algerian Kabyle pottery bowl,"an Algerian Kabyle pottery bowl made of hand-built earthenware with red, black, and white painted decoration, showing triangles, chevrons, and protective geometric signs",,,,,,True,3031,pair_018_native_SS_g3_r1_s3031,pair_018,18,,,,,,False,1,sample_0016,3,pair_018_standalone_A_g3_r1_s3031,pair_018_standalone_B_g3_r1_s3031
missing_rating,,,,a Ghanaian kente cloth,"a Ghanaian kente cloth woven in narrow strips of silk or rayon, showing alternating geometric blocks in gold, green, red, blue, and black",a Bhutanese yathra wool textile,"a Bhutanese yathra wool textile woven in thick colored wool with supplementary-weft motifs, showing repeating diamonds, flowers, and horizontal geometric bands",,,,,,False,3032,pair_080_native_SS_g3_r2_s3032,pair_080,80,,,,,,False,2,sample_0017,3,pair_080_standalone_A_g3_r2_s3032,pair_080_standalone_B_g3_r2_s3032
missing_rating,,,,a Japanese cast-iron tetsubin teapot,"a Japanese cast-iron tetsubin teapot with a dark textured iron body, arched handle, and relief decoration showing hailstone, pine, or geometric motifs",an Azerbaijani engraved-copper teapot,"an Azerbaijani engraved-copper teapot with a hammered copper body, curved spout, and incised floral medallions, boteh motifs, and geometric borders",,,,,,True,1011,pair_057_native_SS_g1_r1_s1011,pair_057,57,,,,,,False,1,sample_0018,1,pair_057_standalone_A_g1_r1_s1011,pair_057_standalone_B_g1_r1_s1011
missing_rating,,,,a Persian silver-filigree box,"a Persian silver-filigree box with delicate silver wire scrollwork forming an airy surface, showing repeated palmettes, rosettes, and geometric borders",a Yemeni silver-filigree box,"a Yemeni silver-filigree box with twisted silver wire, granulation, and applied bosses, showing compact geometric and amuletic patterns",,,,,,True,3031,pair_053_native_SS_g3_r1_s3031,pair_053,53,,,,,,False,1,sample_0019,3,pair_053_standalone_A_g3_r1_s3031,pair_053_standalone_B_g3_r1_s3031
mixed_or_uncertain,True,False,True,a Spanish Toledo damascened box,"a Spanish Toledo damascened box made of blackened steel inlaid with gold and silver, showing Moorish arabesques and geometric filigree patterns",a Japanese nunome-zōgan metal-inlay box,"a Japanese nunome-zōgan metal-inlay box made of dark iron overlaid with gold and silver textile-like inlay, showing waves, flowers, and geometric bands",1,1,True,True,False,True,2021,pair_045_native_SS_g2_r1_s2021,pair_045,45,2,4,True,False,True,True,1,sample_0020,2,pair_045_standalone_A_g2_r1_s2021,pair_045_standalone_B_g2_r1_s2021
missing_rating,,,,a Chinese silk-embroidery panel,"a Chinese silk-embroidery panel worked in multicolored silk thread, showing peonies, birds, butterflies, and long-and-short stitch shading",a Vietnamese silk-embroidery panel,"a Vietnamese silk-embroidery panel worked in colored silk thread with delicate tonal blending, showing village landscapes, lotus ponds, and graceful birds",,,,,,False,1011,pair_065_native_SS_g1_r1_s1011,pair_065,65,,,,,,False,1,sample_0021,1,pair_065_standalone_A_g1_r1_s1011,pair_065_standalone_B_g1_r1_s1011
missing_rating,,,,a Chinese cloisonné vase,"a Chinese cloisonné vase with turquoise and cobalt-blue enamel cells separated by gilded metal wires, showing lotus, cloud, and auspicious motifs",a Georgian Minankari enamel vase,"a Georgian Minankari enamel vase with translucent jewel-toned enamel over engraved silver, showing compact flowers, birds, and scrolling vines outlined by metalwork",,,,,,False,2021,pair_041_native_SS_g2_r1_s2021,pair_041,41,,,,,,False,1,sample_0022,2,pair_041_standalone_A_g2_r1_s2021,pair_041_standalone_B_g2_r1_s2021
missing_rating,,,,a Turkish flat-woven kilim,"a Turkish flat-woven kilim with interlocked wool wefts in red, blue, orange, and cream, showing hooked diamonds, ram horns, and stepped medallions",a Serbian Pirot kilim,"a Serbian Pirot kilim with a reversible flat weave and red, black, blue, and white geometry, showing turtles, hooks, and repeated protective motifs",,,,,,False,3031,pair_086_native_SS_g3_r1_s3031,pair_086,86,,,,,,True,1,sample_0023,3,pair_086_standalone_A_g3_r1_s3031,pair_086_standalone_B_g3_r1_s3031
knowledge_insufficiency,True,True,True,a Japanese Bizen stoneware vase,"a Japanese Bizen stoneware vase with an unglazed reddish-brown body marked by natural ash deposits and flame flashes, showing an austere asymmetrical form",a French Puisaye stoneware vase,"a French Puisaye stoneware vase with a dark salt-glazed stoneware body and earthy brown-to-gray surface, showing incised bands and robust hand-thrown proportions",3,2,True,False,False,True,3032,pair_029_native_SS_g3_r2_s3032,pair_029,29,3,2,True,False,False,True,2,sample_0024,3,pair_029_standalone_A_g3_r2_s3032,pair_029_standalone_B_g3_r2_s3032
missing_rating,,,,an Indian Dhokra bronze figurine,"an Indian Dhokra bronze figurine made by lost-wax casting with an earthy bronze surface, showing elongated limbs, coiled-wire textures, and stylized tribal ornament",a Ghanaian Asante brass goldweight figurine,"a Ghanaian Asante brass goldweight figurine made by lost-wax casting in compact geometric form, showing a proverb-inspired human, animal, or tool motif with textured details",,,,,,True,2021,pair_055_native_SS_g2_r1_s2021,pair_055,55,,,,,,False,1,sample_0025,2,pair_055_standalone_A_g2_r1_s2021,pair_055_standalone_B_g2_r1_s2021
missing_rating,,,,an Indonesian ikat textile panel,"an Indonesian ikat textile panel woven from resist-dyed threads with feathered edges, showing diamonds, ancestor figures, and rhythmic color bands",a Sumbanese hinggi textile panel,"a Sumbanese hinggi textile panel woven in warp ikat with indigo, rust red, and cream, showing horses, roosters, skull trees, and large heraldic figures",,,,,,False,3031,pair_069_native_SS_g3_r1_s3031,pair_069,69,,,,,,True,1,sample_0026,3,pair_069_standalone_A_g3_r1_s3031,pair_069_standalone_B_g3_r1_s3031
missing_rating,,,,an Indian kantha quilt,"an Indian kantha quilt made from layered cotton joined by running stitches, showing rippling lines, lotus flowers, animals, and narrative folk scenes",a Korean bojagi patchwork wrapping cloth,"a Korean bojagi patchwork wrapping cloth assembled from translucent or opaque fabric rectangles, showing asymmetrical geometric seams and jewel-toned color blocks",,,,,,False,2021,pair_078_native_SS_g2_r1_s2021,pair_078,78,,,,,,False,1,sample_0027,2,pair_078_standalone_A_g2_r1_s2021,pair_078_standalone_B_g2_r1_s2021
knowledge_insufficiency,True,False,True,a Japanese Tsugaru-nuri lacquerware box,"a Japanese Tsugaru-nuri lacquerware box with many polished lacquer layers forming mottled red, black, yellow, and green patterns across a geometric form",a Kashmiri papier-mâché lacquer box,"a Kashmiri papier-mâché lacquer box with a lacquered paper-pulp body painted in gold and jewel colors, showing chinar leaves, flowers, and arabesques",3,3,True,False,True,True,1011,pair_039_native_SS_g1_r1_s1011,pair_039,39,2,4,True,False,True,True,1,sample_0028,1,pair_039_standalone_A_g1_r1_s1011,pair_039_standalone_B_g1_r1_s1011
knowledge_insufficiency,True,False,True,a Panamanian mola textile panel,"a Panamanian mola textile panel made with layered reverse appliqué in colors, showing animals, plants, and maze-like geometric contours",a Ukrainian Hutsul embroidery panel,"a Ukrainian Hutsul embroidery panel worked in cross-stitch with red, orange, black, and green thread, showing diamonds, hooks, and repeated geometric bands",1,2,True,False,True,True,3032,pair_079_native_SS_g3_r2_s3032,pair_079,79,2,4,True,False,True,True,2,sample_0029,3,pair_079_standalone_A_g3_r2_s3032,pair_079_standalone_B_g3_r2_s3032
shift_location_disagreement,False,False,True,a Navajo wool rug,"a Navajo wool rug with a woven flat surface and red, black, gray, and cream geometry, showing stepped diamonds and serrated bands",a Kyrgyz shyrdak felt rug,"a Kyrgyz shyrdak felt rug made from cut and inlaid wool felt in contrasting colors, showing mirrored horn motifs, scrolling forms, and outlined geometry",4,2,True,True,False,True,2022,pair_088_native_SS_g2_r2_s2022,pair_088,88,2,5,True,True,True,True,2,sample_0030,2,pair_088_standalone_A_g2_r2_s2022,pair_088_standalone_B_g2_r2_s2022
missing_rating,,,,a Turkish flat-woven kilim,"a Turkish flat-woven kilim with interlocked wool wefts in red, blue, orange, and cream, showing hooked diamonds, ram horns, and stepped medallions",a Romanian Oltenian kilim,"a Romanian Oltenian kilim with a flat-woven wool surface in red, green, blue, and cream, showing stylized flowers, birds, and vertical bouquet arrangements",,,,,,False,1011,pair_085_native_SS_g1_r1_s1011,pair_085,85,,,,,,False,1,sample_0031,1,pair_085_standalone_A_g1_r1_s1011,pair_085_standalone_B_g1_r1_s1011
no_consensus_shift,False,False,False,a Mexican Otomi embroidery panel,"a Mexican Otomi embroidery panel worked in flat satin stitch on pale cotton, showing mirrored birds, deer, flowers, and fantastical animals",a Palestinian tatreez embroidery panel,"a Palestinian tatreez embroidery panel worked in red and multicolored cross-stitch, showing cypress trees, stars, feathers, and region-specific geometric motifs",2,3,True,True,True,True,1011,pair_074_native_SS_g1_r1_s1011,pair_074,74,4,5,False,True,True,True,1,sample_0032,1,pair_074_standalone_A_g1_r1_s1011,pair_074_standalone_B_g1_r1_s1011
no_consensus_shift,False,False,False,a Navajo coiled basket,"a Navajo coiled basket woven from plant fibers in a shallow circular form, showing a central opening and radiating red, black, and natural spiral motifs",a Panamanian Wounaan chunga basket,"a Panamanian Wounaan chunga basket coiled from palm fiber, showing exceptionally tight weaving and animal, plant, or geometric motifs in black and colors",2,2,True,False,False,True,2022,pair_095_native_SS_g2_r2_s2022,pair_095,95,5,5,False,True,True,True,2,sample_0033,2,pair_095_standalone_A_g2_r2_s2022,pair_095_standalone_B_g2_r2_s2022
missing_rating,,,,a Chinese celadon ceramic bowl,"a Chinese celadon ceramic bowl with translucent blue-green glaze, showing carved lotus petals beneath the glaze",a Vietnamese Lý–Trần celadon ceramic bowl,"a Vietnamese Lý–Trần celadon ceramic bowl with a pale jade-green glaze and lightly crackled surface, showing carved lotus petals and combed floral decoration",,,,,,True,2023,pair_010_native_SS_g2_r3_s2023,pair_010,10,,,,,,False,3,sample_0034,2,pair_010_standalone_A_g2_r3_s2023,pair_010_standalone_B_g2_r3_s2023
missing_rating,,,,a Scottish tartan wool blanket,"a Scottish tartan wool blanket woven in colored wool with intersecting horizontal and vertical stripes, forming a balanced repeating clan-associated check pattern",a Swedish rya wool rug,"a Swedish rya wool rug with a long wool pile and woven backing, showing geometric diamonds, stripes, and abstract color fields",,,,,,False,3031,pair_087_native_SS_g3_r1_s3031,pair_087,87,,,,,,False,1,sample_0035,3,pair_087_standalone_A_g3_r1_s3031,pair_087_standalone_B_g3_r1_s3031
no_consensus_shift,False,False,False,a Persian silver-filigree box,"a Persian silver-filigree box with delicate silver wire scrollwork forming an airy surface, showing repeated palmettes, rosettes, and geometric borders",a Yemeni silver-filigree box,"a Yemeni silver-filigree box with twisted silver wire, granulation, and applied bosses, showing compact geometric and amuletic patterns",4,2,True,True,True,True,1013,pair_053_native_SS_g1_r3_s1013,pair_053,53,4,4,False,True,True,True,3,sample_0036,1,pair_053_standalone_A_g1_r3_s1013,pair_053_standalone_B_g1_r3_s1013
missing_rating,,,,a Navajo wool rug,"a Navajo wool rug with a woven flat surface and red, black, gray, and cream geometry, showing stepped diamonds and serrated bands",a Kyrgyz shyrdak felt rug,"a Kyrgyz shyrdak felt rug made from cut and inlaid wool felt in contrasting colors, showing mirrored horn motifs, scrolling forms, and outlined geometry",,,,,,False,3033,pair_088_native_SS_g3_r3_s3033,pair_088,88,,,,,,False,3,sample_0037,3,pair_088_standalone_A_g3_r3_s3033,pair_088_standalone_B_g3_r3_s3033
missing_rating,,,,a Persian floral carpet,"a Persian floral carpet with a wool pile and central medallion, showing curving vines, palmettes, and flowers in deep red, blue, and ivory",a Tibetan khaden carpet,"a Tibetan khaden carpet with a compact wool pile in red, blue, yellow, and cream, showing snow lions, lotus flowers, clouds, or checkerboard motifs",,,,,,True,2023,pair_089_native_SS_g2_r3_s2023,pair_089,89,,,,,,False,3,sample_0038,2,pair_089_standalone_A_g2_r3_s2023,pair_089_standalone_B_g2_r3_s2023
missing_rating,,,,an Indian Ajrakh block-printed cloth,"an Indian Ajrakh block-printed cloth with layered resist printing in indigo, madder red, black, and white, showing precisely repeated stars and interlocking geometry",a Chinese Nantong blue-calico cloth,"a Chinese Nantong blue-calico cloth with indigo resist dyeing on cotton, showing white flowers, birds, fish, and auspicious folk motifs against a deep-blue ground",,,,,,True,2023,pair_073_native_SS_g2_r3_s2023,pair_073,73,,,,,,False,3,sample_0039,2,pair_073_standalone_A_g2_r3_s2023,pair_073_standalone_B_g2_r3_s2023
missing_rating,,,,a German Meissen porcelain figurine,"a German Meissen porcelain figurine with modeled forms, painted in overglaze colors with gilded Rococo details",an Italian Capodimonte porcelain figurine,"an Italian Capodimonte porcelain figurine with modeled porcelain drapery and flowers, painted in pastel colors with theatrical Baroque gestures",,,,,,True,1011,pair_006_native_SS_g1_r1_s1011,pair_006,6,,,,,,False,1,sample_0040,1,pair_006_standalone_A_g1_r1_s1011,pair_006_standalone_B_g1_r1_s1011
composition_mechanism_failure,True,False,True,an Indonesian ikat textile panel,"an Indonesian ikat textile panel woven from resist-dyed threads with feathered edges, showing diamonds, ancestor figures, and rhythmic color bands",an Iban pua kumbu textile panel,"an Iban pua kumbu textile panel woven in warp ikat with deep red, black, and cream yarns, showing powerful hooked figures, spirit motifs, and mirrored geometric bands",3,2,True,True,False,True,2023,pair_068_native_SS_g2_r3_s2023,pair_068,68,3,4,True,True,True,True,3,sample_0041,2,pair_068_standalone_A_g2_r3_s2023,pair_068_standalone_B_g2_r3_s2023
missing_rating,,,,a Chinese carved cinnabar-lacquer box,"a Chinese carved cinnabar-lacquer box with thick vermilion lacquer carved in deep relief, showing peonies, dragons, and layered landscape scenes over geometric grounds",a Bhutanese lacquered wooden box,"a Bhutanese lacquered wooden box with a red or black lacquer surface, showing hand-painted lotus petals, cloud bands, and Buddhist auspicious motifs",,,,,,False,1012,pair_033_native_SS_g1_r2_s1012,pair_033,33,,,,,,True,2,sample_0042,1,pair_033_standalone_A_g1_r2_s1012,pair_033_standalone_B_g1_r2_s1012
missing_rating,,,,an Ottoman İznik ceramic plate,"an Ottoman İznik ceramic plate with a white fritware body, cobalt blue, turquoise, emerald green, and raised bole-red painting, showing tulips, carnations, and saz leaves",an Armenian Kütahya ceramic plate,"an Armenian Kütahya ceramic plate with a white glazed body and blue, green, yellow, and red painting, showing rosettes, crosses, birds, and floral borders",,,,,,True,2022,pair_017_native_SS_g2_r2_s2022,pair_017,17,,,,,,False,2,sample_0043,2,pair_017_standalone_A_g2_r2_s2022,pair_017_standalone_B_g2_r2_s2022
missing_rating,,,,a Polish Bolesławiec stoneware jug,"a Polish Bolesławiec stoneware jug with a cream glazed body stamped in cobalt blue, showing repeated dots, peacock-eye rosettes, and circular folk patterns",a Bulgarian Troyan pottery jug,"a Bulgarian Troyan pottery jug with a dark glazed earthenware body and feathered slip decoration, showing brown, green, yellow, and cream wave patterns",,,,,,True,3033,pair_020_native_SS_g3_r3_s3033,pair_020,20,,,,,,False,3,sample_0044,3,pair_020_standalone_A_g3_r3_s3033,pair_020_standalone_B_g3_r3_s3033
missing_rating,,,,an English Wedgwood jasperware vase,"an English Wedgwood jasperware vase with a matte blue stoneware body and white relief decoration, showing classical figures, laurel swags, and geometric borders",a Portuguese Caldas da Rainha ceramic vase,"a Portuguese Caldas da Rainha ceramic vase with brightly glazed sculptural earthenware, showing naturalistic leaves, fruit, insects, and textured relief surfaces",,,,,,False,3031,pair_027_native_SS_g3_r1_s3031,pair_027,27,,,,,,False,1,sample_0045,3,pair_027_standalone_A_g3_r1_s3031,pair_027_standalone_B_g3_r1_s3031
missing_rating,,,,a Japanese brocade obi sash,"a Japanese brocade obi sash woven in silk and metallic thread, showing large chrysanthemums, cranes, fans, and rhythmic geometric grounds",a Korean gold-thread brocade sash,"a Korean gold-thread brocade sash woven in colored silk with metallic thread, showing compact clouds, peonies, phoenixes, and repeating geometric borders",,,,,,False,3033,pair_067_native_SS_g3_r3_s3033,pair_067,67,,,,,,False,3,sample_0046,3,pair_067_standalone_A_g3_r3_s3033,pair_067_standalone_B_g3_r3_s3033
knowledge_insufficiency,True,False,True,an Ottoman tinned-copper ewer,"an Ottoman tinned-copper ewer with a reflective silver-toned tinned surface, tall curved spout, and chased tulip, cypress, and arabesque decoration",a Bosnian engraved-copper coffee ewer,"a Bosnian engraved-copper coffee ewer with a copper body, long curved spout, and hand-hammered rosette, star, and interlaced geometric motifs",2,3,True,False,True,True,3031,pair_052_native_SS_g3_r1_s3031,pair_052,52,2,4,True,False,True,True,1,sample_0047,3,pair_052_standalone_A_g3_r1_s3031,pair_052_standalone_B_g3_r1_s3031
missing_rating,,,,a Chinese carved cinnabar-lacquer box,"a Chinese carved cinnabar-lacquer box with thick vermilion lacquer carved in deep relief, showing peonies, dragons, and layered landscape scenes over geometric grounds",a Bhutanese lacquered wooden box,"a Bhutanese lacquered wooden box with a red or black lacquer surface, showing hand-painted lotus petals, cloud bands, and Buddhist auspicious motifs",,,,,,False,1013,pair_033_native_SS_g1_r3_s1013,pair_033,33,,,,,,True,3,sample_0048,1,pair_033_standalone_A_g1_r3_s1013,pair_033_standalone_B_g1_r3_s1013
missing_rating,,,,a Chinese Dehua blanc-de-Chine porcelain figurine,"a Chinese Dehua blanc-de-Chine porcelain figurine with an ivory-white surface, modeled robes, and carved details without painted color",a Japanese Hirado porcelain figurine,"a Japanese Hirado porcelain figurine with delicate underglaze-blue accents, showing miniature modeling and textile details",,,,,,True,2021,pair_009_native_SS_g2_r1_s2021,pair_009,9,,,,,,False,1,sample_0049,2,pair_009_standalone_A_g2_r1_s2021,pair_009_standalone_B_g2_r1_s2021
missing_rating,,,,a Russian brass samovar,"a Russian brass samovar with a polished urn-shaped body, side handles, and ornate spigot, showing engraved floral bands and architectural details",an Iranian Qajar brass samovar,"an Iranian Qajar brass samovar with a tall faceted brass body, curved handles, and engraved panels showing birds, flowers, and courtly motifs",,,,,,False,1012,pair_058_native_SS_g1_r2_s1012,pair_058,58,,,,,,True,2,sample_0050,1,pair_058_standalone_A_g1_r2_s1012,pair_058_standalone_B_g1_r2_s1012
missing_rating,,,,an Italian tooled-leather wall panel,"an Italian tooled-leather wall panel made from embossed and gilded leather, showing scrolling acanthus leaves, heraldic forms, and brown-and-gold relief",a Spanish Córdoba guadamecí leather panel,"a Spanish Córdoba guadamecí leather panel made from silvered, painted, and embossed leather, showing Renaissance arabesques, flowers, and richly colored metallic relief",,,,,,True,2023,pair_097_native_SS_g2_r3_s2023,pair_097,97,,,,,,False,3,sample_0051,2,pair_097_standalone_A_g2_r3_s2023,pair_097_standalone_B_g2_r3_s2023
no_consensus_shift,False,False,False,an Indian Bidriware vase,"an Indian Bidriware vase made of blackened zinc alloy inlaid with silver, showing poppy flowers, geometric lattices, and arabesques",a Syrian Damascene inlaid-brass vase,"a Syrian Damascene inlaid-brass vase made of darkened brass inlaid with silver and copper, showing calligraphic bands, interlaced stars, and scrolling arabesques",3,3,True,True,True,True,2021,pair_047_native_SS_g2_r1_s2021,pair_047,47,4,5,False,True,True,True,1,sample_0052,2,pair_047_standalone_A_g2_r1_s2021,pair_047_standalone_B_g2_r1_s2021
